OID_,parcel_id,max_dua,max_far,year,type1,type2,type3,type4,type5,type6,type7,type8,locnote,mponote
45346,672252,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
45347,695248,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
45348,578310,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
45349,578750,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50010,608378,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50012,678340,12,0,2041,1,1,0,0,0,0,0,0,Utah County,MAG
50045,699222,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50046,734205,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50047,675037,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50048,734227,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50049,584526,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50050,625083,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50051,675320,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50052,605302,6,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
50053,603180,8,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
50054,691781,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50055,644861,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50056,715012,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50057,691368,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50058,623862,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50059,623866,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50060,644882,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50061,644324,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50062,623842,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50063,579134,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50064,613197,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50065,727605,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50066,611654,2.5,0,2031,1,0,0,0,0,0,0,0,Utah County,MAG
50067,601750,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50068,607574,1,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50069,652845,6,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50070,602270,6,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50071,603331,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50072,640947,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50073,601493,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50074,601700,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50075,602537,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50076,608228,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50079,609972,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50080,612675,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50081,634514,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50082,612845,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50083,623444,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50084,579002,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50085,578712,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50086,613183,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50087,578494,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50088,579350,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
50089,729333,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
50090,750759,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
50091,744347,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
50092,725300,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
50093,750406,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
50094,741414,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
50095,741406,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
50096,743523,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
50097,579296,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
50098,579199,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
50099,579194,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
50100,618915,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50101,690628,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50102,717982,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50103,690427,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50104,618276,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50105,618922,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50107,613082,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50121,579488,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50122,579534,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50124,582248,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50125,582106,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50127,609119,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50128,609661,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50129,717264,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50130,578538,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50131,578735,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50132,608375,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50133,579472,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50134,608506,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50136,616701,2.5,0,2031,1,0,0,0,0,0,0,0,Utah County,MAG
50137,601883,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50138,608211,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50139,602266,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50140,675495,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50141,734296,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50142,734298,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50186,669509,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50187,752946,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50188,734212,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50189,733540,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50190,753061,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50191,735096,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50192,625084,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50193,675191,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50194,675194,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50195,751648,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50196,690070,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50197,691770,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50198,644059,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50199,644536,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50200,644320,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50201,691540,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50202,644541,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50203,644870,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50204,691213,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50205,623346,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50206,752131,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50207,727624,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50208,727613,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50209,716619,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50210,613160,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50211,611688,2.5,0,2031,1,0,0,0,0,0,0,0,Utah County,MAG
50212,710948,1,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50213,601627,1,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50216,732270,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50218,601717,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50219,602521,8,0,2030,1,1,0,1,1,0,0,0,Utah County,MAG
50220,601798,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50221,646559,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50223,608379,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50224,579081,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50225,578930,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50226,735106,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50227,634106,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50228,634090,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50229,579036,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50230,579034,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50231,629013,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50232,634418,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50233,634517,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50234,634519,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50235,578566,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50236,633151,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50237,750795,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
50238,740830,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
50239,729324,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
50240,705245,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
50241,750409,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
50242,726154,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
50243,690878,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50244,634070,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50245,690456,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50246,690489,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50247,618337,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50248,618919,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50249,618928,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50250,619462,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50253,579127,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50254,617980,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
50258,602083,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50259,608431,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50263,735167,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
50277,622857,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50278,696763,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50279,622552,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50280,622542,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50281,687242,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
50282,578532,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
50283,578315,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55027,582214,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55028,582296,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55029,753052,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55030,721839,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55031,675008,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55034,638906,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55035,638723,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55036,716090,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55037,718343,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55038,716148,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55039,623085,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55040,714317,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55041,713662,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55042,746367,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55043,714325,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55044,611554,2.5,0,2031,1,0,0,0,0,0,0,0,Utah County,MAG
55045,735601,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55046,602477,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55047,601479,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55048,602091,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55049,601465,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55050,601721,6,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55051,601814,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55052,608196,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55054,639952,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55055,608224,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55056,639849,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55057,698158,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55058,578813,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55059,578671,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55060,633614,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55061,578487,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55062,578296,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55063,578474,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55064,579338,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
55065,579181,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
55066,744322,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
55067,740753,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
55068,725661,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
55069,726129,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
55070,579367,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
55071,740843,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
55072,750783,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
55073,750718,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
55074,690881,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55075,742063,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55076,717147,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55077,618248,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55078,617964,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55079,690485,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55080,579124,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55081,618268,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55082,690631,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55083,690497,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55084,742066,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55089,601879,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55090,602600,8,0,2030,1,1,0,1,1,0,0,0,Utah County,MAG
55095,502699,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
55123,579097,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55125,680175,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55126,622532,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55127,609832,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55128,607749,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55129,640151,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55130,609879,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55131,687243,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55132,651494,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55133,578761,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55134,734291,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55183,594689,8,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55184,752944,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55185,669480,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55186,752948,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55187,669513,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55188,584521,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55189,691329,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55190,625089,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55191,625080,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55192,625077,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55193,675307,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55194,689973,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55195,715011,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55196,644044,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55197,717166,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55198,623843,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55199,715036,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55200,611653,2.5,0,2031,1,0,0,0,0,0,0,0,Utah County,MAG
55201,735600,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55202,602173,6,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55203,602214,6,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55204,622451,8,0,2030,1,1,0,1,1,0,0,0,Utah County,MAG
55205,689445,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55206,602535,8,0,2030,1,1,0,1,1,0,0,0,Utah County,MAG
55207,668116,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55208,578948,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55209,578945,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55210,634287,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55211,704655,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55212,578937,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55213,636078,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55214,669327,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55215,578674,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55216,578896,20,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
55217,612819,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55218,578659,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55219,578795,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55220,578558,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55221,578292,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55222,704067,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55223,704069,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55224,613083,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55225,683478,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55226,744364,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
55227,579354,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
55228,579336,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
55229,579297,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
55230,740799,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
55231,744336,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
55232,579363,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
55233,743517,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
55234,725297,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
55235,750771,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
55236,742053,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55237,742052,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55238,691919,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55239,715149,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55240,690422,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55241,717335,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55242,617959,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55243,717545,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55244,619414,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55245,690459,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55246,623347,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55247,744516,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55248,717987,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55281,672338,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55286,583871,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55287,601580,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55288,690947,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55289,601517,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55312,738826,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
55314,582253,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55317,603420,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55318,603212,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55319,729813,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55320,609932,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55321,639298,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55322,603437,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55323,704980,1,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
55325,578535,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55326,578781,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
55330,733740,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55342,653784,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55343,734225,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55344,734226,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55345,745543,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55346,584495,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55347,584541,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55348,584711,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
55349,751640,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
60012,691414,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
60013,644864,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
60014,644538,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
60015,690025,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
60016,689975,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
60017,691785,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
60018,691374,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
60019,616468,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
60020,616471,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
60021,714319,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
60022,643283,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
60023,744529,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
60024,715316,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
60027,601692,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
60028,602187,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
60030,601776,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
60033,602539,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
60034,609982,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
60035,703329,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
60036,608204,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
60037,634289,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
60038,579068,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
60039,634101,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
60040,578905,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
60041,579007,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
60042,629543,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
60043,683492,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
60044,704070,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
60045,743454,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
60046,744370,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
60047,743445,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
60048,725968,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
60049,744332,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
60050,740820,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
60051,725307,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
60052,579055,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
60053,634038,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
60054,618235,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
